(2024-08-17 10:44:53,045) [INFO] ARA: init started ...
(2024-08-18 12:46:39,428) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fa3db00>
(2024-08-18 12:46:39,428) [INFO] muting instrument: 0
(2024-08-18 12:46:39,428) [INFO] updating instrument leds, getting instruments
(2024-08-18 12:46:39,428) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, True, True, True, True, True, True]
(2024-08-18 12:46:39,429) [INFO] updating instrument leds, getting instruments
(2024-08-18 12:46:39,429) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, True, True, True, True, True, True]
(2024-08-18 12:46:41,289) [INFO] instrument press detected: 1; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fa3db00>
(2024-08-18 12:46:41,289) [INFO] muting instrument: 1
(2024-08-18 12:46:41,289) [INFO] updating instrument leds, getting instruments
(2024-08-18 12:46:41,289) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, True, True, True, True, True, True]
(2024-08-18 12:46:41,289) [INFO] updating instrument leds, getting instruments
(2024-08-18 12:46:41,289) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, True, True, True, True, True, True]
(2024-08-18 12:46:41,880) [INFO] instrument press detected: 2; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fa3db00>
(2024-08-18 12:46:41,880) [INFO] muting instrument: 2
(2024-08-18 12:46:41,881) [INFO] updating instrument leds, getting instruments
(2024-08-18 12:46:41,881) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, True, True]
(2024-08-18 12:46:41,881) [INFO] updating instrument leds, getting instruments
(2024-08-18 12:46:41,881) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, True, True]
(2024-08-18 12:47:47,718) [INFO] selected track changed: 7-Ext. Instrument
(2024-08-18 17:24:19,577) [INFO] Disconnecting...
(2024-08-18 17:24:19,623) [INFO] ARA: init started ...
(2024-08-18 17:24:20,131) [INFO] reflecting device
(2024-08-18 17:24:20,131) [INFO] Synced state with device: [False, False, False, True, True, True, True, True]
(2024-08-18 17:24:20,172) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:24:20,172) [INFO] selected instrument: 0, updating leds
(2024-08-18 17:24:20,172) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:24:20,172) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, True, True]
(2024-08-18 17:24:20,172) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:24:20,172) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, True, True]
(2024-08-18 17:24:30,633) [INFO] playing clip changed: 0
(2024-08-18 17:24:30,634) [INFO] devices=<Base.Vector object at 0x169c0f9f0>
(2024-08-18 17:24:30,634) [INFO] pad=<DrumPad.DrumPad object at 0x16f93ace0>
(2024-08-18 17:24:30,634) [INFO] pad=<Base.Vector object at 0x169c0f9f0>
(2024-08-18 17:24:30,634) [INFO] pad=<DrumChain.DrumChain object at 0x16f93ace0>
(2024-08-18 17:24:30,634) [INFO] pad=<ChainMixerDevice.ChainMixerDevice object at 0x16f93ad50>
(2024-08-18 17:24:30,634) [INFO] pad=4.127 dB
(2024-08-18 17:24:30,635) [INFO] Synced state with device: [False, False, False, True, True, True, True, True]
(2024-08-18 17:29:09,275) [INFO] selected track changed: 4-Group
(2024-08-18 17:29:16,131) [INFO] selected track changed: 7-Ext. Instrument
(2024-08-18 17:29:19,910) [INFO] selected track changed: 6-Ext. Instrument
(2024-08-18 17:29:20,832) [INFO] selected track changed: 7-3-4-Audio 1 4
(2024-08-18 17:29:27,895) [INFO] selected track changed: 6-Ext. Instrument
(2024-08-18 17:30:52,048) [INFO] selected track changed: VEC3 Bassdrums Clubhouse 01
(2024-08-18 17:30:53,631) [INFO] selected track changed: 6-Ext. Instrument
(2024-08-18 17:30:54,933) [INFO] selected track changed: VEC3 Bassdrums Clubhouse 01
(2024-08-18 17:32:08,195) [INFO] selected track changed: 6-Ext. Instrument
(2024-08-18 17:32:37,397) [INFO] selected track changed: 4-Group
(2024-08-18 17:34:07,987) [INFO] selected track changed: 6-Ext. Instrument
(2024-08-18 17:34:09,700) [INFO] selected track changed: 3-4-Audio 1
(2024-08-18 17:34:20,369) [INFO] instrument press detected: 6; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:34:20,369) [INFO] muting instrument: 6
(2024-08-18 17:34:20,369) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:20,369) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, False, True]
(2024-08-18 17:34:20,369) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:20,369) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, False, True]
(2024-08-18 17:34:20,369) [INFO] instrument press detected: 7; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:34:20,369) [INFO] muting instrument: 7
(2024-08-18 17:34:20,370) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:20,370) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, False, False]
(2024-08-18 17:34:20,370) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:20,370) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, False, False]
(2024-08-18 17:34:27,050) [INFO] instrument press detected: 3; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:34:27,050) [INFO] muting instrument: 3
(2024-08-18 17:34:27,050) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:27,050) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:34:27,050) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:27,050) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:34:27,110) [INFO] instrument press detected: 5; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:34:27,110) [INFO] muting instrument: 5
(2024-08-18 17:34:27,111) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:27,111) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, False, False, False]
(2024-08-18 17:34:27,111) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:27,111) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, False, False, False]
(2024-08-18 17:34:27,129) [INFO] instrument press detected: 4; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:34:27,129) [INFO] muting instrument: 4
(2024-08-18 17:34:27,129) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:27,129) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-08-18 17:34:27,130) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:34:27,130) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-08-18 17:34:33,054) [INFO] selected track changed: 2-Ext. Instrument
(2024-08-18 17:34:35,960) [INFO] selected track changed: 3-4-Audio 1
(2024-08-18 17:35:42,989) [INFO] instrument press detected: 5; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:42,989) [INFO] muting instrument: 5
(2024-08-18 17:35:42,989) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:42,989) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, True, False, False]
(2024-08-18 17:35:42,990) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:42,990) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, True, False, False]
(2024-08-18 17:35:44,619) [INFO] instrument press detected: 5; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:44,619) [INFO] selected instrument: 5, updating leds
(2024-08-18 17:35:44,619) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:44,619) [INFO] instruments: [False, False, False, False, False, True, False, False], mutted: [False, False, False, False, False, True, False, False]
(2024-08-18 17:35:44,619) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:44,619) [INFO] instruments: [False, False, False, False, False, True, False, False], mutted: [False, False, False, False, False, True, False, False]
(2024-08-18 17:35:46,338) [INFO] instrument press detected: 4; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:46,338) [INFO] muting instrument: 4
(2024-08-18 17:35:46,338) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:46,338) [INFO] instruments: [False, False, False, False, False, True, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:46,338) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:46,339) [INFO] instruments: [False, False, False, False, False, True, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:49,509) [INFO] instrument press detected: 4; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:49,509) [INFO] selected instrument: 4, updating leds
(2024-08-18 17:35:49,509) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:49,509) [INFO] instruments: [False, False, False, False, True, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:49,509) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:49,509) [INFO] instruments: [False, False, False, False, True, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:53,869) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:53,869) [INFO] selected instrument: 0, updating leds
(2024-08-18 17:35:53,869) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:53,869) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:53,869) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:53,870) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:54,719) [INFO] instrument press detected: 1; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:54,719) [INFO] selected instrument: 1, updating leds
(2024-08-18 17:35:54,719) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:54,719) [INFO] instruments: [False, True, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:54,719) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:54,719) [INFO] instruments: [False, True, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:55,519) [INFO] instrument press detected: 2; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:55,519) [INFO] selected instrument: 2, updating leds
(2024-08-18 17:35:55,519) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:55,519) [INFO] instruments: [False, False, True, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:55,519) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:55,519) [INFO] instruments: [False, False, True, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:56,358) [INFO] instrument press detected: 3; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:56,359) [INFO] selected instrument: 3, updating leds
(2024-08-18 17:35:56,359) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:56,359) [INFO] instruments: [False, False, False, True, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:56,359) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:56,359) [INFO] instruments: [False, False, False, True, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:35:58,759) [INFO] instrument press detected: 2; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:58,759) [INFO] muting instrument: 2
(2024-08-18 17:35:58,759) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:58,759) [INFO] instruments: [False, False, False, True, False, False, False, False], mutted: [False, False, True, False, True, True, False, False]
(2024-08-18 17:35:58,759) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:58,759) [INFO] instruments: [False, False, False, True, False, False, False, False], mutted: [False, False, True, False, True, True, False, False]
(2024-08-18 17:35:58,768) [INFO] instrument press detected: 3; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:58,769) [INFO] muting instrument: 3
(2024-08-18 17:35:58,769) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:58,769) [INFO] instruments: [False, False, False, True, False, False, False, False], mutted: [False, False, True, True, True, True, False, False]
(2024-08-18 17:35:58,769) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:58,769) [INFO] instruments: [False, False, False, True, False, False, False, False], mutted: [False, False, True, True, True, True, False, False]
(2024-08-18 17:35:58,779) [INFO] instrument press detected: 1; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:35:58,779) [INFO] muting instrument: 1
(2024-08-18 17:35:58,779) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:58,779) [INFO] instruments: [False, False, False, True, False, False, False, False], mutted: [False, True, True, True, True, True, False, False]
(2024-08-18 17:35:58,779) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:35:58,779) [INFO] instruments: [False, False, False, True, False, False, False, False], mutted: [False, True, True, True, True, True, False, False]
(2024-08-18 17:36:00,488) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:36:00,488) [INFO] selected instrument: 0, updating leds
(2024-08-18 17:36:00,489) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:00,489) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, True, True, True, True, False, False]
(2024-08-18 17:36:00,489) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:00,489) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, True, True, True, True, False, False]
(2024-08-18 17:36:02,019) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:36:02,019) [INFO] muting instrument: 0
(2024-08-18 17:36:02,020) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:02,020) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, False, False]
(2024-08-18 17:36:02,020) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:02,020) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, False, False]
(2024-08-18 17:36:06,979) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:36:06,979) [INFO] muting instrument: 0
(2024-08-18 17:36:06,979) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:06,979) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, True, True, True, True, False, False]
(2024-08-18 17:36:06,979) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:06,979) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, True, True, True, True, False, False]
(2024-08-18 17:36:06,979) [INFO] instrument press detected: 2; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:36:06,979) [INFO] muting instrument: 2
(2024-08-18 17:36:06,979) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:06,979) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, False, True, True, True, False, False]
(2024-08-18 17:36:06,979) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:06,979) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, False, True, True, True, False, False]
(2024-08-18 17:36:06,989) [INFO] instrument press detected: 3; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:36:06,989) [INFO] muting instrument: 3
(2024-08-18 17:36:06,989) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:06,989) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, False, False, True, True, False, False]
(2024-08-18 17:36:06,989) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:06,989) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, False, False, True, True, False, False]
(2024-08-18 17:36:07,038) [INFO] instrument press detected: 1; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:36:07,039) [INFO] muting instrument: 1
(2024-08-18 17:36:07,039) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:07,039) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:36:07,039) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:07,039) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 17:36:13,609) [INFO] instrument press detected: 4; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 17:36:13,609) [INFO] muting instrument: 4
(2024-08-18 17:36:13,609) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:13,609) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, True, False, False]
(2024-08-18 17:36:13,609) [INFO] updating instrument leds, getting instruments
(2024-08-18 17:36:13,609) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, True, False, False]
(2024-08-18 17:36:24,271) [INFO] selected track changed: 4-Group
(2024-08-18 18:38:18,856) [INFO] selected track changed: 2-Ext. Instrument
(2024-08-18 18:39:14,414) [INFO] selected track changed: 6-Ext. Instrument
(2024-08-18 18:39:27,917) [INFO] selected track changed: 7-3-4-Audio 1 4
(2024-08-18 18:40:08,307) [INFO] selected track changed: 6-Ext. Instrument
(2024-08-18 18:40:16,425) [INFO] selected track changed: 7-3-4-Audio 1 4
(2024-08-18 18:40:18,083) [INFO] selected track changed: 6-Ext. Instrument
(2024-08-18 18:40:18,465) [INFO] selected track changed: 7-Ext. Instrument
(2024-08-18 18:40:20,569) [INFO] selected track changed: 6-Ext. Instrument
(2024-08-18 18:40:35,775) [INFO] selected track changed: Ext. Instrument
(2024-08-18 18:40:42,626) [INFO] selected track changed: 7-Ext. Instrument
(2024-08-18 18:40:49,317) [INFO] selected track changed: Ext. Instrument
(2024-08-18 18:40:54,587) [INFO] selected track changed: 2-Ext. Instrument
(2024-08-18 18:45:04,155) [INFO] selected track changed: 7-Ext. Instrument
(2024-08-18 18:45:57,981) [INFO] selected track changed: 2-Ext. Instrument
(2024-08-18 18:51:40,674) [INFO] instrument press detected: 4; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 18:51:40,674) [INFO] muting instrument: 4
(2024-08-18 18:51:40,675) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:40,675) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 18:51:40,675) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:40,675) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 18:51:42,483) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 18:51:42,484) [INFO] muting instrument: 0
(2024-08-18 18:51:42,484) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:42,484) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, False, False, False, True, True, False, False]
(2024-08-18 18:51:42,484) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:42,484) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, False, False, False, True, True, False, False]
(2024-08-18 18:51:42,484) [INFO] instrument press detected: 1; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 18:51:42,484) [INFO] muting instrument: 1
(2024-08-18 18:51:42,484) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:42,484) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, False, False, True, True, False, False]
(2024-08-18 18:51:42,485) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:42,485) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, False, False, True, True, False, False]
(2024-08-18 18:51:42,584) [INFO] instrument press detected: 2; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 18:51:42,584) [INFO] muting instrument: 2
(2024-08-18 18:51:42,584) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:42,585) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, False, True, True, False, False]
(2024-08-18 18:51:42,585) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:42,585) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, False, True, True, False, False]
(2024-08-18 18:51:42,603) [INFO] instrument press detected: 3; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 18:51:42,603) [INFO] muting instrument: 3
(2024-08-18 18:51:42,603) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:42,603) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, False, False]
(2024-08-18 18:51:42,603) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:42,603) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, False, False]
(2024-08-18 18:51:43,783) [INFO] instrument press detected: 6; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 18:51:43,783) [INFO] muting instrument: 6
(2024-08-18 18:51:43,783) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:43,784) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, True, False]
(2024-08-18 18:51:43,784) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:43,784) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, True, False]
(2024-08-18 18:51:43,894) [INFO] instrument press detected: 7; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 18:51:43,894) [INFO] muting instrument: 7
(2024-08-18 18:51:43,894) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:43,894) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, True, True]
(2024-08-18 18:51:43,895) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:43,895) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, True, True]
(2024-08-18 18:51:46,433) [INFO] instrument press detected: 6; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 18:51:46,433) [INFO] muting instrument: 6
(2024-08-18 18:51:46,434) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:46,434) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, False, True]
(2024-08-18 18:51:46,434) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:46,434) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, False, True]
(2024-08-18 18:51:46,464) [INFO] instrument press detected: 7; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 18:51:46,464) [INFO] muting instrument: 7
(2024-08-18 18:51:46,464) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:46,464) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, False, False]
(2024-08-18 18:51:46,464) [INFO] updating instrument leds, getting instruments
(2024-08-18 18:51:46,464) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [True, True, True, True, True, True, False, False]
(2024-08-18 20:30:29,585) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 20:30:29,587) [INFO] muting instrument: 0
(2024-08-18 20:30:29,587) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:30:29,587) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, True, True, True, True, False, False]
(2024-08-18 20:30:29,588) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:30:29,588) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, True, True, True, True, True, False, False]
(2024-08-18 20:30:29,715) [INFO] instrument press detected: 1; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 20:30:29,715) [INFO] muting instrument: 1
(2024-08-18 20:30:29,715) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:30:29,715) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, True, True, True, True, False, False]
(2024-08-18 20:30:29,715) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:30:29,715) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, True, True, True, True, False, False]
(2024-08-18 20:30:39,616) [INFO] instrument press detected: 2; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 20:30:39,616) [INFO] muting instrument: 2
(2024-08-18 20:30:39,616) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:30:39,616) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, False, False]
(2024-08-18 20:30:39,617) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:30:39,617) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, False, False]
(2024-08-18 20:30:49,557) [INFO] instrument press detected: 3; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 20:30:49,557) [INFO] muting instrument: 3
(2024-08-18 20:30:49,557) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:30:49,557) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 20:30:49,557) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:30:49,557) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, True, True, False, False]
(2024-08-18 20:33:46,796) [INFO] instrument press detected: 3; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 20:33:46,797) [INFO] muting instrument: 3
(2024-08-18 20:33:46,797) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:33:46,797) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, False, False]
(2024-08-18 20:33:46,798) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:33:46,798) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, True, True, True, False, False]
(2024-08-18 20:33:46,816) [INFO] instrument press detected: 2; sequencer: <ARA.ara.sequencer.Sequencer object at 0x164864748>
(2024-08-18 20:33:46,816) [INFO] muting instrument: 2
(2024-08-18 20:33:46,817) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:33:46,817) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, True, True, True, True, False, False]
(2024-08-18 20:33:46,817) [INFO] updating instrument leds, getting instruments
(2024-08-18 20:33:46,817) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, True, True, True, True, False, False]
